"","measure","location","sex","age","cause","metric","year","val","upper","lower"
"949898","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Alzheimer's disease and other dementias","Number",2017,2.14076598922,3.75303028329,1.00688070149
"949899","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Alzheimer's disease and other dementias","Percent",2017,0.000994587007356,0.00169153449647,0.000459422145291
"949900","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Alzheimer's disease and other dementias","Percent",2017,0.000965562689227,0.0015678056589,0.000486478520436
"949901","YLDs (Years Lived with Disability)","Bristol, City of","Male","50 to 54","Alzheimer's disease and other dementias","Rate",2017,14.9591203766,26.1184358033,6.38262273525
"949902","YLDs (Years Lived with Disability)","Bristol, City of","Female","50 to 54","Alzheimer's disease and other dementias","Rate",2017,16.4847805327,28.8998801665,7.75339643392
"949903","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Alzheimer's disease and other dementias","Number",2017,3.45091540268,5.76393778068,1.73004106946
"949904","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Alzheimer's disease and other dementias","Number",2017,3.64536546814,6.06608043742,1.89677733455
"949905","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Alzheimer's disease and other dementias","Percent",2017,0.00181302942335,0.00290315615374,0.000997910549333
"949906","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Alzheimer's disease and other dementias","Percent",2017,0.00178489551572,0.0027680807671,0.000964274354861
"949907","YLDs (Years Lived with Disability)","Bristol, City of","Male","55 to 59","Alzheimer's disease and other dementias","Rate",2017,29.8573549815,49.8696479998,14.9683328381
"949908","YLDs (Years Lived with Disability)","Bristol, City of","Female","55 to 59","Alzheimer's disease and other dementias","Rate",2017,31.8422017797,52.9871034847,16.568315892
"949909","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Alzheimer's disease and other dementias","Number",2017,6.06762008736,9.68209115436,3.40387481926
"949910","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Alzheimer's disease and other dementias","Number",2017,6.41851108829,10.1277592923,3.70797071973
"949911","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Alzheimer's disease and other dementias","Percent",2017,0.00337356287773,0.00508352126801,0.00208913986574
"949912","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Alzheimer's disease and other dementias","Percent",2017,0.00341219263105,0.00506550802539,0.00209843993809
"949913","YLDs (Years Lived with Disability)","Bristol, City of","Male","60 to 64","Alzheimer's disease and other dementias","Rate",2017,61.170731006,97.610032443,34.3161747026
"949914","YLDs (Years Lived with Disability)","Bristol, City of","Female","60 to 64","Alzheimer's disease and other dementias","Rate",2017,65.3822572682,103.166568459,37.7712980792
"949915","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Alzheimer's disease and other dementias","Number",2017,11.2150393582,17.3312866521,6.86360567339
"949916","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Alzheimer's disease and other dementias","Number",2017,12.3067809513,18.8021659651,7.53330084842
"949917","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Alzheimer's disease and other dementias","Percent",2017,0.00632131500744,0.00914694832299,0.0043179090754
"949918","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Alzheimer's disease and other dementias","Percent",2017,0.00662754242839,0.00953431282904,0.0044807664851
"949919","YLDs (Years Lived with Disability)","Bristol, City of","Male","65 to 69","Alzheimer's disease and other dementias","Rate",2017,127.600219862,197.188428562,78.0913526027
"949920","YLDs (Years Lived with Disability)","Bristol, City of","Female","65 to 69","Alzheimer's disease and other dementias","Rate",2017,139.909117246,213.751626269,85.6420111659
"949921","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Alzheimer's disease and other dementias","Number",2017,23.7311884046,34.526740744,14.8220645471
"949922","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Alzheimer's disease and other dementias","Number",2017,27.2498972347,39.6620618882,17.7711523527
"949923","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Alzheimer's disease and other dementias","Percent",2017,0.0146429244797,0.019846201798,0.0103638398215
"949924","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Alzheimer's disease and other dementias","Percent",2017,0.0158471774448,0.0212406368795,0.0115624382261
"949925","YLDs (Years Lived with Disability)","Bristol, City of","Male","70 to 74","Alzheimer's disease and other dementias","Rate",2017,330.122952806,480.299149408,206.188734907
"949926","YLDs (Years Lived with Disability)","Bristol, City of","Female","70 to 74","Alzheimer's disease and other dementias","Rate",2017,364.714652871,530.839988463,237.850425842
"949927","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Alzheimer's disease and other dementias","Number",2017,36.0901812899,52.9748463892,23.4639144827
"949928","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Alzheimer's disease and other dementias","Number",2017,45.9094973264,67.9022131279,30.6090181449
"949929","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Alzheimer's disease and other dementias","Percent",2017,0.0283808751568,0.0386315103321,0.0205076687389
"949930","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Alzheimer's disease and other dementias","Percent",2017,0.0312931907644,0.0421890686707,0.0226113426723
"949931","YLDs (Years Lived with Disability)","Bristol, City of","Male","75 to 79","Alzheimer's disease and other dementias","Rate",2017,720.720002435,1057.90633502,468.573775435
"949932","YLDs (Years Lived with Disability)","Bristol, City of","Female","75 to 79","Alzheimer's disease and other dementias","Rate",2017,800.678057639,1184.23888918,533.832226919
"949933","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Alzheimer's disease and other dementias","Number",2017,59.5395196597,84.6503677032,38.812194535
"949934","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Alzheimer's disease and other dementias","Number",2017,90.3756517107,127.469954312,58.2753265895
"949935","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Alzheimer's disease and other dementias","Percent",2017,0.0608283112182,0.081503088745,0.0435906717332
"949936","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Alzheimer's disease and other dementias","Percent",2017,0.0672910549272,0.0895946551603,0.0484680272775
"949937","YLDs (Years Lived with Disability)","Bristol, City of","Male","80 to 84","Alzheimer's disease and other dementias","Rate",2017,1754.88521678,2495.00969652,1143.96197365
"949938","YLDs (Years Lived with Disability)","Bristol, City of","Female","80 to 84","Alzheimer's disease and other dementias","Rate",2017,1967.32740209,2774.808583,1268.55679263
"949939","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Alzheimer's disease and other dementias","Number",2017,56.4480221684,79.4976530551,37.5576218719
"949940","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Alzheimer's disease and other dementias","Number",2017,105.819289025,150.606287526,71.4908264615
"949941","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Alzheimer's disease and other dementias","Percent",2017,0.087474968687,0.113769507279,0.064679208842
"949942","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Alzheimer's disease and other dementias","Percent",2017,0.0979216643322,0.127358584777,0.0731270619938
"949943","YLDs (Years Lived with Disability)","Bristol, City of","Male","85 to 89","Alzheimer's disease and other dementias","Rate",2017,2890.93513155,4071.40142851,1923.48012129
"949944","YLDs (Years Lived with Disability)","Bristol, City of","Female","85 to 89","Alzheimer's disease and other dementias","Rate",2017,3274.58329255,4660.51924398,2212.28726878
"949945","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Alzheimer's disease and other dementias","Number",2017,30.608821086,42.7316225072,19.9618573126
"949946","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Alzheimer's disease and other dementias","Number",2017,81.7928305909,114.082836348,53.7816760191
"949947","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Alzheimer's disease and other dementias","Percent",2017,0.108762650814,0.141558660957,0.0780020043819
"949948","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Alzheimer's disease and other dementias","Percent",2017,0.124134998514,0.161529729617,0.0917897007121
"949949","YLDs (Years Lived with Disability)","Bristol, City of","Male","90 to 94","Alzheimer's disease and other dementias","Rate",2017,3948.77817273,5512.71470952,2575.23627655
"949950","YLDs (Years Lived with Disability)","Bristol, City of","Female","90 to 94","Alzheimer's disease and other dementias","Rate",2017,4597.08759487,6411.91639872,3022.747518
"949951","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Alzheimer's disease and other dementias","Number",2017,7.50325819446,11.0039385087,4.92356480776
"949952","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Alzheimer's disease and other dementias","Number",2017,32.9131442033,48.0527792529,21.597918934
"949953","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Alzheimer's disease and other dementias","Percent",2017,0.120775110075,0.167681725608,0.0871477011262
"949954","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Alzheimer's disease and other dementias","Percent",2017,0.138499294601,0.187599137189,0.101076713721
"949955","YLDs (Years Lived with Disability)","Bristol, City of","Male","95 plus","Alzheimer's disease and other dementias","Rate",2017,4628.18768165,6787.49035893,3036.97159321
"949956","YLDs (Years Lived with Disability)","Bristol, City of","Female","95 plus","Alzheimer's disease and other dementias","Rate",2017,5524.02759664,8065.01126263,3624.91956054
"949957","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Pedestrian road injuries","Number",2017,0.0795910080408,0.13072258756,0.0450484750623
"949958","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Pedestrian road injuries","Number",2017,0.148671195626,0.235449971359,0.0852996117132
"949959","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Pedestrian road injuries","Percent",2017,0.00016920914358,0.000258176627596,0.000104895431481
"949960","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Pedestrian road injuries","Percent",2017,0.000350339304448,0.00054560189113,0.000215766623697
"949961","YLDs (Years Lived with Disability)","Bristol, City of","Male","Under 5","Pedestrian road injuries","Rate",2017,0.495255478531,0.813422008976,0.280314380019
"949962","YLDs (Years Lived with Disability)","Bristol, City of","Female","Under 5","Pedestrian road injuries","Rate",2017,0.975757301504,1.54530289291,0.559837556928
"949963","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Pedestrian road injuries","Number",2017,0.383496373317,0.590248756463,0.234498646424
"949964","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Pedestrian road injuries","Number",2017,0.556082144921,0.855481567757,0.341233686019
"949965","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Pedestrian road injuries","Percent",2017,0.000643062733291,0.000989460343043,0.00028278766315
"949966","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Pedestrian road injuries","Percent",2017,0.00103577933623,0.00146717580778,0.000650036759218
"949967","YLDs (Years Lived with Disability)","Bristol, City of","Male","5 to 9","Pedestrian road injuries","Rate",2017,2.58435124826,3.97763894703,1.58026753776
"949968","YLDs (Years Lived with Disability)","Bristol, City of","Female","5 to 9","Pedestrian road injuries","Rate",2017,3.88686918727,5.97959308057,2.38513448411
"949969","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Pedestrian road injuries","Number",2017,0.733082512159,1.14372620148,0.459427928398
"949970","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Pedestrian road injuries","Number",2017,0.980080616027,1.54115368294,0.618758624367
"949971","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Pedestrian road injuries","Percent",2017,0.0011592678082,0.00157529757562,0.000791664151436
"949972","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Pedestrian road injuries","Percent",2017,0.00141969424038,0.00193357084712,0.00101928079086
"949973","YLDs (Years Lived with Disability)","Bristol, City of","Male","10 to 14","Pedestrian road injuries","Rate",2017,6.009672365,9.37605198887,3.76630362777
"949974","YLDs (Years Lived with Disability)","Bristol, City of","Female","10 to 14","Pedestrian road injuries","Rate",2017,8.0459220827,12.6520229537,5.0796675276
